e-0-1     | 02:41:12.222 [W0] INFO:	sim_time 9_306_912_661us: CameraFrameEvent(camera_front_tele_30fov, 9_306_882_661->9_306_912_661us)
runtime-0-1     | 02:44:59.165 [W0] INFO:	Draining 6 outstanding tasks
driver-0-1      | [2026-06-10 02:45:01,804][alpasim_driver.models.alpamayo_base][INFO] - Alpamayo15Model Chain-of-Causation: ['Keep distance to the cut-in vehicle since it merges into our lane ahead']
runtime-0-1     | 02:45:01.824 [W0] INFO:	sim_time 9_313_912_661us: ControllerEvent @ 9_313_912_661us
runtime-0-1     | 02:45:01.831 [W0] INFO:	sim_time 9_313_912_661us: PhysicsEvent @ 9_313_912_661us
runtime-0-1     | 02:45:01.831 [W0] INFO:	sim_time 9_313_912_661us: TrafficEvent @ 9_313_912_661us
runtime-0-1     | 02:45:01.832 [W0] INFO:	sim_time 9_313_912_661us: PhysicsEvent @ 9_313_912_661us
runtime-0-1     | 02:45:01.832 [W0] INFO:	sim_time 9_313_912_661us: StepEvent @ 9_313_912_661us
runtime-0-1     | 02:45:01.834 [W0] INFO:	sim_time 9_314_012_661us: CameraFrameEvent(camera_front_tele_30fov, 9_313_982_661->9_314_012_661us)
runtime-0-1     | 02:45:02.218 [W0] INFO:	sim_time 9_314_012_661us: CameraFrameEvent(camera_front_wide_120fov, 9_313_982_661->9_314_012_661us)
runtime-0-1     | 02:45:02.392 [W0] INFO:	sim_time 9_314_012_661us: CameraFrameEvent(camera_cross_left_120fov, 9_313_982_661->9_314_012_661us)
runtime-0-1     | 02:45:02.506 [W0] INFO:	sim_time 9_314_012_661us: CameraFrameEvent(camera_cross_right_120fov, 9_313_982_661->9_314_012_661us)
runtime-0-1     | 02:45:02.702 [W0] INFO:	sim_time 9_314_012_661us: PolicyEvent @ 9_314_012_661us
runtime-0-1     | 02:45:02.703 [W0] INFO:	Draining 6 outstanding tasks
driver-0-1      | [2026-06-10 02:45:05,040][alpasim_driver.models.alpamayo_base][INFO] - Alpamayo15Model Chain-of-Causation: ['Keep distance to the cut-in vehicle since it merges into our lane ahead']
runtime-0-1     | 02:45:05.059 [W0] INFO:	sim_time 9_314_012_661us: ControllerEvent @ 9_314_012_661us
runtime-0-1     | 02:45:05.067 [W0] INFO:	sim_time 9_314_012_661us: PhysicsEvent @ 9_314_012_661us
runtime-0-1     | 02:45:05.067 [W0] INFO:	sim_time 9_314_012_661us: TrafficEvent @ 9_314_012_661us
runtime-0-1     | 02:45:05.068 [W0] INFO:	sim_time 9_314_012_661us: PhysicsEvent @ 9_314_012_661us
runtime-0-1     | 02:45:05.069 [W0] INFO:	sim_time 9_314_012_661us: StepEvent @ 9_314_012_661us
runtime-0-1     | 02:45:05.071 [W0] INFO:	sim_time 9_314_112_661us: CameraFrameEvent(camera_cross_left_120fov, 9_314_082_661->9_314_112_661us)
runtime-0-1     | 02:45:05.228 [W0] INFO:	sim_time 9_314_112_661us: CameraFrameEvent(camera_cross_right_120fov, 9_314_082_661->9_314_112_661us)
runtime-0-1     | 02:45:05.540 [W0] INFO:	sim_time 9_314_112_661us: CameraFrameEvent(camera_front_tele_30fov, 9_314_082_661->9_314_112_661us)
runtime-0-1     | 02:45:05.712 [W0] INFO:	sim_time 9_314_112_661us: CameraFrameEvent(camera_front_wide_120fov, 9_314_082_661->9_314_112_661us)
runtime-0-1     | 02:45:05.863 [W0] INFO:	sim_time 9_314_112_661us: PolicyEvent @ 9_314_112_661us
runtime-0-1     | 02:45:05.864 [W0] INFO:	Draining 6 outstanding tasks
driver-0-1      | [2026-06-10 02:45:08,259][alpasim_driver.models.alpamayo_base][INFO] - Alpamayo15Model Chain-of-Causation: ['Keep distance to the cut-in vehicle since it merges into our lane ahead']
runtime-0-1     | 02:45:08.281 [W0] INFO:	sim_time 9_314_112_661us: ControllerEvent @ 9_314_112_661us
runtime-0-1     | 02:45:08.288 [W0] INFO:	sim_time 9_314_112_661us: PhysicsEvent @ 9_314_112_661us
runtime-0-1     | 02:45:08.288 [W0] INFO:	sim_time 9_314_112_661us: TrafficEvent @ 9_314_112_661us
runtime-0-1     | 02:45:08.297 [W0] INFO:	sim_time 9_314_112_661us: PhysicsEvent @ 9_314_112_661us
runtime-0-1     | 02:45:08.298 [W0] INFO:	sim_time 9_314_112_661us: StepEvent @ 9_314_112_661us
runtime-0-1     | 02:45:08.301 [W0] INFO:	sim_time 9_314_212_661us: CameraFrameEvent(camera_front_tele_30fov, 9_314_182_661->9_314_212_661us)
runtime-0-1     | 02:45:08.613 [W0] INFO:	sim_time 9_314_212_661us: CameraFrameEvent(camera_front_wide_120fov, 9_314_182_661->9_314_212_661us)
runtime-0-1     | 02:45:08.877 [W0] INFO:	sim_time 9_314_212_661us: CameraFrameEvent(camera_cross_left_120fov, 9_314_182_661->9_314_212_661us)
runtime-0-1     | 02:45:09.019 [W0] INFO:	sim_time 9_314_212_661us: CameraFrameEvent(camera_cross_right_120fov, 9_314_182_661->9_314_212_661us)
runtime-0-1     | 02:45:09.225 [W0] INFO:	sim_time 9_314_212_661us: PolicyEvent @ 9_314_212_661us
runtime-0-1     | 02:45:09.226 [W0] INFO:	Draining 6 outstanding tasks
driver-0-1      | [2026-06-10 02:45:11,689][alpasim_driver.models.alpamayo_base][INFO] - Alpamayo15Model Chain-of-Causation: ['Keep distance to the cut-in vehicle since it merges into our lane ahead']
runtime-0-1     | 02:45:11.710 [W0] INFO:	sim_time 9_314_212_661us: ControllerEvent @ 9_314_212_661us
runtime-0-1     | 02:45:11.717 [W0] INFO:	sim_time 9_314_212_661us: PhysicsEvent @ 9_314_212_661us
runtime-0-1     | 02:45:11.717 [W0] INFO:	sim_time 9_314_212_661us: TrafficEvent @ 9_314_212_661us
runtime-0-1     | 02:45:11.718 [W0] INFO:	sim_time 9_314_212_661us: PhysicsEvent @ 9_314_212_661us
runtime-0-1     | 02:45:11.718 [W0] INFO:	sim_time 9_314_212_661us: StepEvent @ 9_314_212_661us
runtime-0-1     | 02:45:11.720 [W0] INFO:	sim_time 9_314_312_661us: CameraFrameEvent(camera_front_wide_120fov, 9_314_282_661->9_314_312_661us)
runtime-0-1     | 02:45:11.932 [W0] INFO:	sim_time 9_314_312_661us: CameraFrameEvent(camera_cross_left_120fov, 9_314_282_661->9_314_312_661us)
runtime-0-1     | 02:45:12.146 [W0] INFO:	sim_time 9_314_312_661us: CameraFrameEvent(camera_front_tele_30fov, 9_314_282_661->9_314_312_661us)
runtime-0-1     | 02:45:12.330 [W0] INFO:	sim_time 9_314_312_661us: CameraFrameEvent(camera_cross_right_120fov, 9_314_282_661->9_314_312_661us)
runtime-0-1     | 02:45:12.536 [W0] INFO:	sim_time 9_314_312_661us: PolicyEvent @ 9_314_312_661us
runtime-0-1     | 02:45:12.537 [W0] INFO:	Draining 6 outstanding tasks
driver-0-1      | [2026-06-10 02:45:15,099][alpasim_driver.models.alpamayo_base][INFO] - Alpamayo15Model Chain-of-Causation: ['Keep distance to the cut-in vehicle since it merges into our lane ahead']
runtime-0-1     | 02:45:15.129 [W0] INFO:	sim_time 9_314_312_661us: ControllerEvent @ 9_314_312_661us
runtime-0-1     | 02:45:15.136 [W0] INFO:	sim_time 9_314_312_661us: PhysicsEvent @ 9_314_312_661us
runtime-0-1     | 02:45:15.136 [W0] INFO:	sim_time 9_314_312_661us: TrafficEvent @ 9_314_312_661us
runtime-0-1     | 02:45:15.137 [W0] INFO:	sim_time 9_314_312_661us: PhysicsEvent @ 9_314_312_661us
runtime-0-1     | 02:45:15.138 [W0] INFO:	sim_time 9_314_312_661us: StepEvent @ 9_314_312_661us
runtime-0-1     | 02:45:15.140 [W0] INFO:	sim_time 9_314_412_661us: CameraFrameEvent(camera_front_tele_30fov, 9_314_382_661->9_314_412_661us)
runtime-0-1     | 02:45:15.431 [W0] INFO:	sim_time 9_314_412_661us: CameraFrameEvent(camera_cross_right_120fov, 9_314_382_661->9_314_412_661us)
runtime-0-1     | 02:45:15.654 [W0] INFO:	sim_time 9_314_412_661us: CameraFrameEvent(camera_front_wide_120fov, 9_314_382_661->9_314_412_661us)
runtime-0-1     | 02:45:15.800 [W0] INFO:	sim_time 9_314_412_661us: CameraFrameEvent(camera_cross_left_120fov, 9_314_382_661->9_314_412_661us)
runtime-0-1     | 02:45:15.918 [W0] INFO:	sim_time 9_314_412_661us: PolicyEvent @ 9_314_412_661us
runtime-0-1     | 02:45:15.919 [W0] INFO:	Draining 6 outstanding tasks
driver-0-1      | [2026-06-10 02:45:18,321][alpasim_driver.models.alpamayo_base][INFO] - Alpamayo15Model Chain-of-Causation: ['Keep distance to the cut-in vehicle since it merges into our lane ahead']
runtime-0-1     | 02:45:18.344 [W0] INFO:	sim_time 9_314_412_661us: ControllerEvent @ 9_314_412_661us
runtime-0-1     | 02:45:18.351 [W0] INFO:	sim_time 9_314_412_661us: PhysicsEvent @ 9_314_412_661us
runtime-0-1     | 02:45:18.351 [W0] INFO:	sim_time 9_314_412_661us: TrafficEvent @ 9_314_412_661us
runtime-0-1     | 02:45:18.352 [W0] INFO:	sim_time 9_314_412_661us: PhysicsEvent @ 9_314_412_661us
runtime-0-1     | 02:45:18.352 [W0] INFO:	sim_time 9_314_412_661us: StepEvent @ 9_314_412_661us
runtime-0-1     | 02:45:18.354 [W0] INFO:	sim_time 9_314_512_661us: CameraFrameEvent(camera_front_wide_120fov, 9_314_482_661->9_314_512_661us)
runtime-0-1     | 02:45:18.575 [W0] INFO:	sim_time 9_314_512_661us: CameraFrameEvent(camera_cross_left_120fov, 9_314_482_661->9_314_512_661us)
runtime-0-1     | 02:45:18.716 [W0] INFO:	sim_time 9_314_512_661us: CameraFrameEvent(camera_front_tele_30fov, 9_314_482_661->9_314_512_661us)
runtime-0-1     | 02:45:18.910 [W0] INFO:	sim_time 9_314_512_661us: CameraFrameEvent(camera_cross_right_120fov, 9_314_482_661->9_314_512_661us)
runtime-0-1     | 02:45:19.104 [W0] INFO:	sim_time 9_314_512_661us: PolicyEvent @ 9_314_512_661us
runtime-0-1     | 02:45:19.104 [W0] INFO:	Draining 6 outstanding tasks
driver-0-1      | [2026-06-10 02:45:21,463][alpasim_driver.models.alpamayo_base][INFO] - Alpamayo15Model Chain-of-Causation: ['Keep distance to the cut-in vehicle since it merges into our lane ahead']
runtime-0-1     | 02:45:21.607 [W0] INFO:	sim_time 9_314_512_661us: ControllerEvent @ 9_314_512_661us
runtime-0-1     | 02:45:21.615 [W0] INFO:	sim_time 9_314_512_661us: PhysicsEvent @ 9_314_512_661us
runtime-0-1     | 02:45:21.616 [W0] INFO:	sim_time 9_314_512_661us: TrafficEvent @ 9_314_512_661us
runtime-0-1     | 02:45:21.616 [W0] INFO:	sim_time 9_314_512_661us: PhysicsEvent @ 9_314_512_661us
runtime-0-1     | 02:45:21.617 [W0] INFO:	sim_time 9_314_512_661us: StepEvent @ 9_314_512_661us
runtime-0-1     | 02:45:21.618 [W0] INFO:	sim_time 9_314_612_661us: CameraFrameEvent(camera_cross_left_120fov, 9_314_582_661->9_314_612_661us)
runtime-0-1     | 02:45:21.797 [W0] INFO:	sim_time 9_314_612_661us: CameraFrameEvent(camera_front_tele_30fov, 9_314_582_661->9_314_612_661us)
runtime-0-1     | 02:45:22.102 [W0] INFO:	sim_time 9_314_612_661us: CameraFrameEvent(camera_front_wide_120fov, 9_314_582_661->9_314_612_661us)
runtime-0-1     | 02:45:22.257 [W0] INFO:	sim_time 9_314_612_661us: CameraFrameEvent(camera_cross_right_120fov, 9_314_582_661->9_314_612_661us)
runtime-0-1     | 02:45:22.469 [W0] INFO:	sim_time 9_314_612_661us: PolicyEvent @ 9_314_612_661us
runtime-0-1     | 02:45:22.470 [W0] INFO:	Draining 6 outstanding tasks
driver-0-1      | [2026-06-10 02:45:24,833][alpasim_driver.models.alpamayo_base][INFO] - Alpamayo15Model Chain-of-Causation: ['Keep distance to the cut-in lead vehicle since it merges into our lane ahead']
runtime-0-1     | 02:45:24.868 [W0] INFO:	sim_time 9_314_612_661us: ControllerEvent @ 9_314_612_661us
runtime-0-1     | 02:45:24.876 [W0] INFO:	sim_time 9_314_612_661us: PhysicsEvent @ 9_314_612_661us
runtime-0-1     | 02:45:24.876 [W0] INFO:	sim_time 9_314_612_661us: TrafficEvent @ 9_314_612_661us
runtime-0-1     | 02:45:24.877 [W0] INFO:	sim_time 9_314_612_661us: PhysicsEvent @ 9_314_612_661us
runtime-0-1     | 02:45:24.877 [W0] INFO:	sim_time 9_314_612_661us: StepEvent @ 9_314_612_661us
runtime-0-1     | 02:45:24.879 [W0] INFO:	sim_time 9_314_712_661us: CameraFrameEvent(camera_front_wide_120fov, 9_314_682_661->9_314_712_661us)
runtime-0-1     | 02:45:25.108 [W0] INFO:	sim_time 9_314_712_661us: CameraFrameEvent(camera_cross_right_120fov, 9_314_682_661->9_314_712_661us)
runtime-0-1     | 02:45:25.393 [W0] INFO:	sim_time 9_314_712_661us: CameraFrameEvent(camera_cross_left_120fov, 9_314_682_661->9_314_712_661us)
runtime-0-1     | 02:45:25.507 [W0] INFO:	sim_time 9_314_712_661us: CameraFrameEvent(camera_front_tele_30fov, 9_314_682_661->9_314_712_661us)
runtime-0-1     | 02:45:25.696 [W0] INFO:	sim_time 9_314_712_661us: PolicyEvent @ 9_314_712_661us
runtime-0-1     | 02:45:25.697 [W0] INFO:	Draining 6 outstanding tasks
driver-0-1      | [2026-06-10 02:45:28,031][alpasim_driver.models.alpamayo_base][INFO] - Alpamayo15Model Chain-of-Causation: ['Keep distance to the cut-in vehicle since it merges into our lane ahead']
runtime-0-1     | 02:45:28.128 [W0] INFO:	sim_time 9_314_712_661us: ControllerEvent @ 9_314_712_661us
runtime-0-1     | 02:45:28.135 [W0] INFO:	sim_time 9_314_712_661us: PhysicsEvent @ 9_314_712_661us
runtime-0-1     | 02:45:28.135 [W0] INFO:	sim_time 9_314_712_661us: TrafficEvent @ 9_314_712_661us
runtime-0-1     | 02:45:28.136 [W0] INFO:	sim_time 9_314_712_661us: PhysicsEvent @ 9_314_712_661us
runtime-0-1     | 02:45:28.136 [W0] INFO:	sim_time 9_314_712_661us: StepEvent @ 9_314_712_661us
runtime-0-1     | 02:45:28.137 [W0] INFO:	sim_time 9_314_812_661us: CameraFrameEvent(camera_cross_left_120fov, 9_314_782_661->9_314_812_661us)
runtime-0-1     | 02:45:28.288 [W0] INFO:	sim_time 9_314_812_661us: CameraFrameEvent(camera_front_tele_30fov, 9_314_782_661->9_314_812_661us)
runtime-0-1     | 02:45:28.590 [W0] INFO:	sim_time 9_314_812_661us: CameraFrameEvent(camera_front_wide_120fov, 9_314_782_661->9_314_812_661us)
runtime-0-1     | 02:45:28.740 [W0] INFO:	sim_time 9_314_812_661us: CameraFrameEvent(camera_cross_right_120fov, 9_314_782_661->9_314_812_661us)
runtime-0-1     | 02:45:28.941 [W0] INFO:	sim_time 9_314_812_661us: PolicyEvent @ 9_314_812_661us
runtime-0-1     | 02:45:28.942 [W0] INFO:	Draining 6 outstanding tasks
driver-0-1      | [2026-06-10 02:45:31,386][alpasim_driver.models.alpamayo_base][INFO] - Alpamayo15Model Chain-of-Causation: ['Yield to the cut-in vehicle from the left since it merges into our lane ahead']
runtime-0-1     | 02:45:31.412 [W0] INFO:	sim_time 9_314_812_661us: ControllerEvent @ 9_314_812_661us
runtime-0-1     | 02:45:31.419 [W0] INFO:	sim_time 9_314_812_661us: PhysicsEvent @ 9_314_812_661us
runtime-0-1     | 02:45:31.419 [W0] INFO:	sim_time 9_314_812_661us: TrafficEvent @ 9_314_812_661us
runtime-0-1     | 02:45:31.423 [W0] INFO:	sim_time 9_314_812_661us: PhysicsEvent @ 9_314_812_661us
runtime-0-1     | 02:45:31.424 [W0] INFO:	sim_time 9_314_812_661us: StepEvent @ 9_314_812_661us
runtime-0-1     | 02:45:31.425 [W0] INFO:	sim_time 9_314_912_661us: CameraFrameEvent(camera_front_tele_30fov, 9_314_882_661->9_314_912_661us)
runtime-0-1     | 02:45:31.720 [W0] INFO:	sim_time 9_314_912_661us: CameraFrameEvent(camera_front_wide_120fov, 9_314_882_661->9_314_912_661us)
runtime-0-1     | 02:45:31.880 [W0] INFO:	sim_time 9_314_912_661us: CameraFrameEvent(camera_cross_left_120fov, 9_314_882_661->9_314_912_661us)
runtime-0-1     | 02:45:31.995 [W0] INFO:	sim_time 9_314_912_661us: CameraFrameEvent(camera_cross_right_120fov, 9_314_882_661->9_314_912_661us)
runtime-0-1     | 02:45:32.231 [W0] INFO:	sim_time 9_314_912_661us: PolicyEvent @ 9_314_912_661us
runtime-0-1     | 02:45:32.232 [W0] INFO:	Draining 6 outstanding tasks
driver-0-1      | [2026-06-10 02:45:34,565][alpasim_driver.models.alpamayo_base][INFO] - Alpamayo15Model Chain-of-Causation: ['Keep distance to the lead vehicle since it is directly ahead in our lane']
runtime-0-1     | 02:45:34.642 [W0] INFO:	sim_time 9_314_912_661us: ControllerEvent @ 9_314_912_661us
runtime-0-1     | 02:45:34.650 [W0] INFO:	sim_time 9_314_912_661us: PhysicsEvent @ 9_314_912_661us
runtime-0-1     | 02:45:34.650 [W0] INFO:	sim_time 9_314_912_661us: TrafficEvent @ 9_314_912_661us
runtime-0-1     | 02:45:34.651 [W0] INFO:	sim_time 9_314_912_661us: PhysicsEvent @ 9_314_912_661us
runtime-0-1     | 02:45:34.651 [W0] INFO:	sim_time 9_314_912_661us: StepEvent @ 9_314_912_661us
runtime-0-1     | 02:45:34.653 [W0] INFO:	sim_time 9_315_012_661us: CameraFrameEvent(camera_cross_left_120fov, 9_314_982_661->9_315_012_661us)
runtime-0-1     | 02:45:34.813 [W0] INFO:	sim_time 9_315_012_661us: CameraFrameEvent(camera_cross_right_120fov, 9_314_982_661->9_315_012_661us)
runtime-0-1     | 02:45:35.155 [W0] INFO:	sim_time 9_315_012_661us: CameraFrameEvent(camera_front_tele_30fov, 9_314_982_661->9_315_012_661us)
runtime-0-1     | 02:45:35.342 [W0] INFO:	sim_time 9_315_012_661us: CameraFrameEvent(camera_front_wide_120fov, 9_314_982_661->9_315_012_661us)
runtime-0-1     | 02:45:35.488 [W0] INFO:	sim_time 9_315_012_661us: PolicyEvent @ 9_315_012_661us
runtime-0-1     | 02:45:35.489 [W0] INFO:	Draining 6 outstanding tasks
driver-0-1      | [2026-06-10 02:45:38,115][alpasim_driver.models.alpamayo_base][INFO] - Alpamayo15Model Chain-of-Causation: ['Adapt speed to maintain a safe distance from the lead vehicle since it is directly ahead in our lane']
runtime-0-1     | 02:45:38.140 [W0] INFO:	sim_time 9_315_012_661us: ControllerEvent @ 9_315_012_661us
runtime-0-1     | 02:45:38.147 [W0] INFO:	sim_time 9_315_012_661us: PhysicsEvent @ 9_315_012_661us
runtime-0-1     | 02:45:38.147 [W0] INFO:	sim_time 9_315_012_661us: TrafficEvent @ 9_315_012_661us
runtime-0-1     | 02:45:38.148 [W0] INFO:	sim_time 9_315_012_661us: PhysicsEvent @ 9_315_012_661us
runtime-0-1     | 02:45:38.149 [W0] INFO:	sim_time 9_315_012_661us: StepEvent @ 9_315_012_661us
runtime-0-1     | 02:45:38.151 [W0] INFO:	sim_time 9_315_112_661us: CameraFrameEvent(camera_front_tele_30fov, 9_315_082_661->9_315_112_661us)
runtime-0-1     | 02:45:38.460 [W0] INFO:	sim_time 9_315_112_661us: CameraFrameEvent(camera_front_wide_120fov, 9_315_082_661->9_315_112_661us)
runtime-0-1     | 02:45:38.609 [W0] INFO:	sim_time 9_315_112_661us: CameraFrameEvent(camera_cross_left_120fov, 9_315_082_661->9_315_112_661us)
runtime-0-1     | 02:45:38.725 [W0] INFO:	sim_time 9_315_112_661us: CameraFrameEvent(camera_cross_right_120fov, 9_315_082_661->9_315_112_661us)
runtime-0-1     | 02:45:38.995 [W0] INFO:	sim_time 9_315_112_661us: PolicyEvent @ 9_315_112_661us
runtime-0-1     | 02:45:38.995 [W0] INFO:	Draining 6 outstanding tasks
driver-0-1      | [2026-06-10 02:45:41,302][alpasim_driver.models.alpamayo_base][INFO] - Alpamayo15Model Chain-of-Causation: ['Keep distance to the lead vehicle since it is directly ahead in our lane']
runtime-0-1     | 02:45:41.326 [W0] INFO:	sim_time 9_315_112_661us: ControllerEvent @ 9_315_112_661us
runtime-0-1     | 02:45:41.334 [W0] INFO:	sim_time 9_315_112_661us: PhysicsEvent @ 9_315_112_661us
runtime-0-1     | 02:45:41.334 [W0] INFO:	sim_time 9_315_112_661us: TrafficEvent @ 9_315_112_661us
runtime-0-1     | 02:45:41.335 [W0] INFO:	sim_time 9_315_112_661us: PhysicsEvent @ 9_315_112_661us
runtime-0-1     | 02:45:41.336 [W0] INFO:	sim_time 9_315_112_661us: StepEvent @ 9_315_112_661us
runtime-0-1     | 02:45:41.338 [W0] INFO:	sim_time 9_315_212_661us: CameraFrameEvent(camera_front_wide_120fov, 9_315_182_661->9_315_212_661us)
runtime-0-1     | 02:45:41.574 [W0] INFO:	sim_time 9_315_212_661us: CameraFrameEvent(camera_cross_left_120fov, 9_315_182_661->9_315_212_661us)
runtime-0-1     | 02:45:41.751 [W0] INFO:	sim_time 9_315_212_661us: CameraFrameEvent(camera_front_tele_30fov, 9_315_182_661->9_315_212_661us)
runtime-0-1     | 02:45:41.944 [W0] INFO:	sim_time 9_315_212_661us: CameraFrameEvent(camera_cross_right_120fov, 9_315_182_661->9_315_212_661us)
runtime-0-1     | 02:45:42.154 [W0] INFO:	sim_time 9_315_212_661us: PolicyEvent @ 9_315_212_661us
runtime-0-1     | 02:45:42.155 [W0] INFO:	Draining 6 outstanding tasks
driver-0-1      | [2026-06-10 02:45:44,659][alpasim_driver.models.alpamayo_base][INFO] - Alpamayo15Model Chain-of-Causation: ['Keep distance to the cut-in lead vehicle since it merges into our lane ahead']
runtime-0-1     | 02:45:44.682 [W0] INFO:	sim_time 9_315_212_661us: ControllerEvent @ 9_315_212_661us
runtime-0-1     | 02:45:44.690 [W0] INFO:	sim_time 9_315_212_661us: PhysicsEvent @ 9_315_212_661us
runtime-0-1     | 02:45:44.690 [W0] INFO:	sim_time 9_315_212_661us: TrafficEvent @ 9_315_212_661us
runtime-0-1     | 02:45:44.691 [W0] INFO:	sim_time 9_315_212_661us: PhysicsEvent @ 9_315_212_661us
runtime-0-1     | 02:45:44.692 [W0] INFO:	sim_time 9_315_212_661us: StepEvent @ 9_315_212_661us
runtime-0-1     | 02:45:44.693 [W0] INFO:	sim_time 9_315_312_661us: CameraFrameEvent(camera_front_tele_30fov, 9_315_282_661->9_315_312_661us)
runtime-0-1     | 02:45:45.006 [W0] INFO:	sim_time 9_315_312_661us: CameraFrameEvent(camera_cross_right_120fov, 9_315_282_661->9_315_312_661us)
runtime-0-1     | 02:45:45.208 [W0] INFO:	sim_time 9_315_312_661us: CameraFrameEvent(camera_front_wide_120fov, 9_315_282_661->9_315_312_661us)
runtime-0-1     | 02:45:45.365 [W0] INFO:	sim_time 9_315_312_661us: CameraFrameEvent(camera_cross_left_120fov, 9_315_282_661->9_315_312_661us)
runtime-0-1     | 02:45:45.520 [W0] INFO:	sim_time 9_315_312_661us: PolicyEvent @ 9_315_312_661us
runtime-0-1     | 02:45:45.520 [W0] INFO:	Draining 6 outstanding tasks
driver-0-1      | [2026-06-10 02:45:47,940][alpasim_driver.models.alpamayo_base][INFO] - Alpamayo15Model Chain-of-Causation: ['Keep distance to the cut-in vehicle since it merges into our lane ahead']
runtime-0-1     | 02:45:47.970 [W0] INFO:	sim_time 9_315_312_661us: ControllerEvent @ 9_315_312_661us
runtime-0-1     | 02:45:47.978 [W0] INFO:	sim_time 9_315_312_661us: PhysicsEvent @ 9_315_312_661us
runtime-0-1     | 02:45:47.978 [W0] INFO:	sim_time 9_315_312_661us: TrafficEvent @ 9_315_312_661us
runtime-0-1     | 02:45:47.979 [W0] INFO:	sim_time 9_315_312_661us: PhysicsEvent @ 9_315_312_661us
runtime-0-1     | 02:45:47.979 [W0] INFO:	sim_time 9_315_312_661us: StepEvent @ 9_315_312_661us
runtime-0-1     | 02:45:47.981 [W0] INFO:	sim_time 9_315_412_661us: CameraFrameEvent(camera_front_wide_120fov, 9_315_382_661->9_315_412_661us)
runtime-0-1     | 02:45:48.211 [W0] INFO:	sim_time 9_315_412_661us: CameraFrameEvent(camera_cross_left_120fov, 9_315_382_661->9_315_412_661us)
runtime-0-1     | 02:45:48.386 [W0] INFO:	sim_time 9_315_412_661us: CameraFrameEvent(camera_front_tele_30fov, 9_315_382_661->9_315_412_661us)
runtime-0-1     | 02:45:48.599 [W0] INFO:	sim_time 9_315_412_661us: CameraFrameEvent(camera_cross_right_120fov, 9_315_382_661->9_315_412_661us)
runtime-0-1     | 02:45:48.804 [W0] INFO:	sim_time 9_315_412_661us: PolicyEvent @ 9_315_412_661us
runtime-0-1     | 02:45:48.804 [W0] INFO:	Draining 6 outstanding tasks
driver-0-1      | [2026-06-10 02:45:51,069][alpasim_driver.models.alpamayo_base][INFO] - Alpamayo15Model Chain-of-Causation: ['Keep distance to the lead vehicle since it is directly ahead in our lane']
runtime-0-1     | 02:45:51.095 [W0] INFO:	sim_time 9_315_412_661us: ControllerEvent @ 9_315_412_661us
runtime-0-1     | 02:45:51.103 [W0] INFO:	sim_time 9_315_412_661us: PhysicsEvent @ 9_315_412_661us
runtime-0-1     | 02:45:51.103 [W0] INFO:	sim_time 9_315_412_661us: TrafficEvent @ 9_315_412_661us
runtime-0-1     | 02:45:51.104 [W0] INFO:	sim_time 9_315_412_661us: PhysicsEvent @ 9_315_412_661us
runtime-0-1     | 02:45:51.104 [W0] INFO:	sim_time 9_315_412_661us: StepEvent @ 9_315_412_661us
runtime-0-1     | 02:45:51.106 [W0] INFO:	sim_time 9_315_512_661us: CameraFrameEvent(camera_cross_left_120fov, 9_315_482_661->9_315_512_661us)
runtime-0-1     | 02:45:51.266 [W0] INFO:	sim_time 9_315_512_661us: CameraFrameEvent(camera_front_tele_30fov, 9_315_482_661->9_315_512_661us)
runtime-0-1     | 02:45:51.570 [W0] INFO:	sim_time 9_315_512_661us: CameraFrameEvent(camera_front_wide_120fov, 9_315_482_661->9_315_512_661us)
runtime-0-1     | 02:45:51.726 [W0] INFO:	sim_time 9_315_512_661us: CameraFrameEvent(camera_cross_right_120fov, 9_315_482_661->9_315_512_661us)
runtime-0-1     | 02:45:51.952 [W0] INFO:	sim_time 9_315_512_661us: PolicyEvent @ 9_315_512_661us
runtime-0-1     | 02:45:51.953 [W0] INFO:	Draining 6 outstanding tasks
driver-0-1      | [2026-06-10 02:45:54,344][alpasim_driver.models.alpamayo_base][INFO] - Alpamayo15Model Chain-of-Causation: ['Keep distance to the lead vehicle since it is directly ahead in our lane']
runtime-0-1     | 02:45:54.368 [W0] INFO:	sim_time 9_315_512_661us: ControllerEvent @ 9_315_512_661us
runtime-0-1     | 02:45:54.375 [W0] INFO:	sim_time 9_315_512_661us: PhysicsEvent @ 9_315_512_661us
runtime-0-1     | 02:45:54.375 [W0] INFO:	sim_time 9_315_512_661us: TrafficEvent @ 9_315_512_661us
runtime-0-1     | 02:45:54.376 [W0] INFO:	sim_time 9_315_512_661us: PhysicsEvent @ 9_315_512_661us
runtime-0-1     | 02:45:54.376 [W0] INFO:	sim_time 9_315_512_661us: StepEvent @ 9_315_512_661us
runtime-0-1     | 02:45:54.378 [W0] INFO:	sim_time 9_315_612_661us: CameraFrameEvent(camera_front_wide_120fov, 9_315_582_661->9_315_612_661us)
runtime-0-1     | 02:45:54.592 [W0] INFO:	sim_time 9_315_612_661us: CameraFrameEvent(camera_cross_right_120fov, 9_315_582_661->9_315_612_661us)
runtime-0-1     | 02:45:54.847 [W0] INFO:	sim_time 9_315_612_661us: CameraFrameEvent(camera_cross_left_120fov, 9_315_582_661->9_315_612_661us)
